insert into produtos(id_producto,nombre,categoria,precio,stock) values
106,Deporte Eco Studio 00106,Deporte,34.41,14
107,Jardineria Nova Nova 00107,Jardineria,5.56,45
108,Electronica Pro Studio 00108,Electronica,52.35,42
109,Juguetes Core Studio 00109,Juguetes,41.64,29
110,Moda Lite Lite 00110,Moda,14.76,53
111,Juguetes Core Pro 00111,Juguetes,42.66,14
112,Libros Nova Pro 00112,Libros,39.23,60
113,Hogar Air Core 00113,Hogar,46.69,41
114,Juguetes Smart Home 00114,Juguetes,8.06,31
115,Informatica Prime Core 00115,Informatica,51.30,41
116,Electronica Eco Core 00116,Electronica,22.85,24
117,Electronica Max Smart 00117,Electronica,56.27,44
118,Hogar Prime Pro 00118,Hogar,10.63,83
119,Electronica Lite Nova 00119,Electronica,63.00,45
120,Juguetes Lite Smart 00120,Juguetes,12.26,74
121,Electronica Studio Pro 00121,Electronica,13.82,27
122,Hogar Nova Studio 00122,Hogar,29.92,27
123,Informatica Plus Air 00123,Informatica,16.95,31
124,Informatica Eco Plus 00124,Informatica,30.32,71
125,Electronica Air Core 00125,Electronica,18.38,16
126,Mascotas Max Ultra 00126,Mascotas,32.62,81
127,Hogar Pro Mini 00127,Hogar,9.10,41
128,Libros Air Smart 00128,Libros,9.76,47
129,Informatica Prime Ultra 00129,Informatica,18.95,26
130,Libros Mini Pro 00130,Libros,28.21,50
131,Libros Pro Ultra 00131,Libros,76.21,38
132,Libros Max Pro 00132,Libros,53.61,47
133,Informatica Max Plus 00133,Informatica,16.39,103
134,Informatica Smart Ultra 00134,Informatica,22.01,41
135,Electronica Air Studio 00135,Electronica,25.31,44
136,Moda Lite Home 00136,Moda,19.46,14
137,Hogar Max Smart 00137,Hogar,46.03,25
138,Deporte Mini Plus 00138,Deporte,19.94,52
139,Electronica Max Eco 00139,Electronica,28.03,9
140,Hogar Ultra Air 00140,Hogar,18.14,11
141,Electronica Studio Eco 00141,Electronica,5.38,40
142,Libros Studio Nova 00142,Libros,34.91,98
143,Hogar Smart Pro 00143,Hogar,13.06,12
144,Libros Nova Pro 00144,Libros,14.45,43
145,Deporte Max Mini 00145,Deporte,9.65,36
146,Informatica Nova Air 00146,Informatica,26.98,28
147,Informatica Studio Home 00147,Informatica,7.17,44
148,Moda Ultra Lite 00148,Moda,21.00,20
149,Electronica Smart Mini 00149,Electronica,16.60,23
150,Instrumentos musicales Plus Prime 00150,Instrumentos musicales,22.23,5
151,Moda Nova Home 00151,Moda,113.37,22
152,Electronica Plus Mini 00152,Electronica,13.73,19
153,Electronica Nova Prime 00153,Electronica,30.93,35
154,Hogar Nova Studio 00154,Hogar,44.19,59
155,Deporte Nova Plus 00155,Deporte,41.10,42
156,Informatica Home Core 00156,Informatica,14.92,25
157,Informatica Core Pro 00157,Informatica,9.31,16
158,Electronica Prime Nova 00158,Electronica,154.99,32
159,Informatica Nova Home 00159,Informatica,12.60,36
160,Libros Ultra Air 00160,Libros,52.75,51
161,Electronica Ultra Lite 00161,Electronica,137.03,109
162,Moda Studio Eco 00162,Moda,15.70,23
163,Hogar Nova Max 00163,Hogar,164.92,29
164,Juguetes Mini Home 00164,Juguetes,7.05,88
165,Informatica Nova Lite 00165,Informatica,4.25,39
166,Electronica Plus Home 00166,Electronica,16.74,41
167,Jardineria Core Ultra 00167,Jardineria,36.13,51
168,Juguetes Ultra Plus 00168,Juguetes,61.27,50
169,Moda Plus Eco 00169,Moda,22.53,20
170,Juguetes Eco Home 00170,Juguetes,13.35,37
171,Hogar Air Studio 00171,Hogar,38.85,32
172,Electronica Ultra Mini 00172,Electronica,32.96,10
173,Moda Ultra Mini 00173,Moda,35.25,45
174,Libros Lite Max 00174,Libros,25.93,78
175,Electronica Plus Smart 00175,Electronica,44.34,110
176,Moda Prime Pro 00176,Moda,8.30,12
177,Libros Lite Core 00177,Libros,71.62,14
178,Libros Core Max 00178,Libros,19.44,22
179,Moda Mini Plus 00179,Moda,33.25,38
180,Informatica Core Prime 00180,Informatica,9.85,82
181,Electronica Air Eco 00181,Electronica,11.76,10
182,Mascotas Prime Pro 00182,Mascotas,87.31,24
183,Libros Air Prime 00183,Libros,38.91,78
184,Informatica Mini Air 00184,Informatica,11.44,13
185,Informatica Plus Prime 00185,Informatica,36.44,23
186,Electronica Air Plus 00186,Electronica,7.79,62
187,Informatica Studio Mini 00187,Informatica,35.56,22
188,Jardineria Nova Core 00188,Jardineria,63.46,24
189,Informatica Core Nova 00189,Informatica,75.65,81
190,Informatica Eco Nova 00190,Informatica,15.14,19
191,Electronica Lite Home 00191,Electronica,60.81,9
192,Libros Mini Ultra 00192,Libros,123.92,105
193,Hogar Air Home 00193,Hogar,202.26,33
194,Deporte Eco Pro 00194,Deporte,24.31,39
195,Moda Mini Lite 00195,Moda,103.20,111
196,Jardineria Lite Eco 00196,Jardineria,3.92,34
197,Moda Ultra Home 00197,Moda,64.41,21
198,Informatica Lite Lite 00198,Informatica,15.23,60
199,Electronica Plus Core 00199,Electronica,33.92,23
200,Informatica Core Mini 00200,Informatica,44.27,41
201,Moda Max Ultra 00201,Moda,4.76,38
202,Moda Prime Ultra 00202,Moda,12.80,33
203,Electronica Core Ultra 00203,Electronica,77.99,94
204,Hogar Home Ultra 00204,Hogar,21.72,44
205,Informatica Pro Ultra 00205,Informatica,23.76,33
206,Juguetes Max Smart 00206,Juguetes,9.35,110
207,Electronica Plus Max 00207,Electronica,8.37,97
208,Hogar Prime Air 00208,Hogar,25.76,22
209,Informatica Studio Studio 00209,Informatica,19.93,29
210,Electronica Eco Eco 00210,Electronica,60.68,15
211,Electronica Smart Mini 00211,Electronica,68.47,35
212,Informatica Max Lite 00212,Informatica,72.00,35
213,Electronica Smart Eco 00213,Electronica,7.74,9
214,Moda Ultra Prime 00214,Moda,7.64,11
215,Deporte Studio Ultra 00215,Deporte,14.97,30
216,Moda Ultra Nova 00216,Moda,58.43,50
217,Informatica Air Lite 00217,Informatica,16.77,75
218,Deporte Studio Ultra 00218,Deporte,38.33,35
219,Informatica Smart Air 00219,Informatica,32.30,46
220,Informatica Mini Eco 00220,Informatica,102.83,90
221,Juguetes Mini Plus 00221,Juguetes,40.04,27
222,Informatica Studio Air 00222,Informatica,15.47,27
223,Libros Core Lite 00223,Libros,45.28,35
224,Electronica Home Mini 00224,Electronica,16.39,45
225,Hogar Core Mini 00225,Hogar,122.25,78
226,Instrumentos musicales Plus Core 00226,Instrumentos musicales,15.36,39
227,Moda Studio Home 00227,Moda,42.24,18
228,Informatica Nova Ultra 00228,Informatica,101.06,17
229,Libros Plus Max 00229,Libros,2.50,33
230,Jardineria Smart Pro 00230,Jardineria,8.54,5
231,Hogar Home Smart 00231,Hogar,162.13,78
232,Electronica Nova Eco 00232,Electronica,20.53,40
233,Juguetes Pro Lite 00233,Juguetes,22.39,39
234,Jardineria Plus Air 00234,Jardineria,42.76,42
235,Electronica Nova Max 00235,Electronica,61.73,112
236,Hogar Plus Smart 00236,Hogar,36.39,44
237,Informatica Studio Prime 00237,Informatica,9.42,15
238,Libros Pro Plus 00238,Libros,12.23,46
239,Jardineria Max Lite 00239,Jardineria,22.01,38
240,Libros Smart Home 00240,Libros,11.29,24
241,Electronica Max Air 00241,Electronica,24.89,31
242,Electronica Core Nova 00242,Electronica,16.18,79
243,Hogar Nova Plus 00243,Hogar,86.23,28
244,Juguetes Studio Core 00244,Juguetes,24.35,5
245,Electronica Studio Air 00245,Electronica,30.89,42
246,Jardineria Smart Prime 00246,Jardineria,15.17,31
247,Hogar Home Smart 00247,Hogar,8.11,6
248,Informatica Eco Ultra 00248,Informatica,177.74,27
249,Informatica Studio Ultra 00249,Informatica,64.44,8
250,Libros Eco Prime 00250,Libros,19.40,26
251,Informatica Core Home 00251,Informatica,56.58,14
252,Moda Max Prime 00252,Moda,4.18,86
253,Moda Home Ultra 00253,Moda,12.10,16
254,Electronica Home Plus 00254,Electronica,11.61,30
255,Deporte Prime Home 00255,Deporte,93.09,88
256,Mascotas Home Ultra 00256,Mascotas,118.04,29
257,Moda Core Lite 00257,Moda,42.27,67
258,Informatica Studio Ultra 00258,Informatica,49.82,31
259,Juguetes Max Air 00259,Juguetes,50.73,17
260,Informatica Smart Prime 00260,Informatica,13.86,47
261,Electronica Nova Lite 00261,Electronica,21.16,39
262,Informatica Nova Home 00262,Informatica,18.49,44
263,Deporte Ultra Max 00263,Deporte,92.64,17
264,Electronica Plus Smart 00264,Electronica,6.79,20
265,Informatica Home Eco 00265,Informatica,29.07,7
266,Moda Lite Max 00266,Moda,17.45,36
267,Informatica Eco Home 00267,Informatica,97.26,59
268,Juguetes Mini Nova 00268,Juguetes,19.60,7
269,Deporte Home Pro 00269,Deporte,70.92,40
270,Moda Home Lite 00270,Moda,17.85,23
271,Electronica Air Pro 00271,Electronica,125.52,40
272,Mascotas Ultra Smart 00272,Mascotas,19.07,15
273,Informatica Eco Nova 00273,Informatica,29.78,25
274,Electronica Nova Prime 00274,Electronica,282.09,44
275,Libros Core Max 00275,Libros,8.11,52
276,Deporte Lite Ultra 00276,Deporte,68.76,78
277,Deporte Plus Prime 00277,Deporte,40.99,40
278,Moda Max Plus 00278,Moda,62.87,30
279,Electronica Max Eco 00279,Electronica,44.12,36
280,Informatica Plus Ultra 00280,Informatica,10.34,47
281,Electronica Core Pro 00281,Electronica,155.66,6
282,Informatica Eco Lite 00282,Informatica,8.70,8
283,Hogar Smart Home 00283,Hogar,44.14,14
284,Moda Smart Max 00284,Moda,13.84,75
285,Moda Nova Mini 00285,Moda,21.83,42
286,Juguetes Core Core 00286,Juguetes,16.13,34
287,Electronica Studio Pro 00287,Electronica,46.17,55
288,Juguetes Ultra Max 00288,Juguetes,19.98,74
289,Instrumentos musicales Home Ultra 00289,Instrumentos musicales,63.68,31
290,Hogar Mini Eco 00290,Hogar,165.45,99
291,Hogar Plus Nova 00291,Hogar,95.01,32
292,Moda Lite Pro 00292,Moda,20.79,67
293,Hogar Core Smart 00293,Hogar,45.93,26
294,Moda Home Mini 00294,Moda,37.96,24
295,Hogar Plus Plus 00295,Hogar,32.15,39
296,Libros Nova Nova 00296,Libros,30.80,26
297,Electronica Mini Smart 00297,Electronica,24.99,55
298,Moda Max Ultra 00298,Moda,14.61,16
299,Electronica Pro Plus 00299,Electronica,28.57,36
300,Informatica Prime Pro 00300,Informatica,4.80,29
301,Informatica Nova Pro 00301,Informatica,20.58,56
302,Libros Lite Lite 00302,Libros,10.22,40
303,Hogar Studio Lite 00303,Hogar,305.49,42
304,Deporte Max Pro 00304,Deporte,9.21,6
305,Hogar Max Ultra 00305,Hogar,16.71,51
306,Hogar Home Prime 00306,Hogar,5.24,32
307,Informatica Eco Air 00307,Informatica,31.02,41
308,Moda Lite Lite 00308,Moda,12.29,90
309,Hogar Smart Smart 00309,Hogar,21.53,27
310,Electronica Nova Core 00310,Electronica,30.14,20
311,Electronica Nova Mini 00311,Electronica,136.64,33
312,Jardineria Mini Core 00312,Jardineria,23.15,88
313,Libros Prime Max 00313,Libros,11.77,86
314,Deporte Air Ultra 00314,Deporte,6.68,27
315,Electronica Core Max 00315,Electronica,16.01,20
316,Mascotas Core Smart 00316,Mascotas,4.81,31
317,Deporte Core Pro 00317,Deporte,20.56,8
318,Informatica Eco Ultra 00318,Informatica,17.13,75
319,Electronica Home Lite 00319,Electronica,160.41,107
320,Moda Ultra Pro 00320,Moda,15.50,17
321,Electronica Smart Core 00321,Electronica,23.30,32
322,Electronica Core Ultra 00322,Electronica,14.40,35
323,Informatica Prime Home 00323,Informatica,9.25,15
324,Electronica Smart Studio 00324,Electronica,10.27,31
325,Electronica Core Max 00325,Electronica,75.75,13
326,Moda Ultra Lite 00326,Moda,11.05,42
327,Juguetes Core Prime 00327,Juguetes,259.24,19
328,Mascotas Home Pro 00328,Mascotas,80.96,29
329,Informatica Lite Core 00329,Informatica,17.05,33
330,Moda Ultra Air 00330,Moda,7.96,29
331,Electronica Smart Eco 00331,Electronica,10.58,14
332,Informatica Smart Smart 00332,Informatica,7.67,69
333,Deporte Ultra Eco 00333,Deporte,45.02,48
334,Hogar Air Ultra 00334,Hogar,39.71,114
335,Informatica Nova Home 00335,Informatica,19.10,21
336,Deporte Plus Air 00336,Deporte,30.79,39
337,Electronica Core Air 00337,Electronica,25.94,20
338,Electronica Lite Plus 00338,Electronica,32.53,50
339,Electronica Lite Eco 00339,Electronica,19.12,102
340,Electronica Eco Lite 00340,Electronica,19.29,57
341,Electronica Eco Air 00341,Electronica,18.36,109
342,Electronica Nova Core 00342,Electronica,50.21,34
343,Moda Lite Prime 00343,Moda,17.28,115
344,Informatica Lite Home 00344,Informatica,25.19,22
345,Libros Core Nova 00345,Libros,26.17,8
346,Jardineria Max Prime 00346,Jardineria,19.72,24
347,Jardineria Eco Ultra 00347,Jardineria,24.66,45
348,Hogar Nova Lite 00348,Hogar,41.21,14
349,Electronica Air Nova 00349,Electronica,17.76,10
350,Electronica Lite Air 00350,Electronica,57.97,24
351,Electronica Home Plus 00351,Electronica,20.57,19
352,Moda Nova Pro 00352,Moda,19.31,26
353,Hogar Home Pro 00353,Hogar,34.47,86
354,Moda Air Pro 00354,Moda,13.39,36
355,Juguetes Nova Eco 00355,Juguetes,24.76,31
356,Hogar Nova Eco 00356,Hogar,88.34,21
357,Electronica Prime Nova 00357,Electronica,94.27,39
358,Electronica Smart Smart 00358,Electronica,17.58,14
359,Electronica Nova Eco 00359,Electronica,9.92,61
360,Jardineria Studio Studio 00360,Jardineria,5.87,78
361,Electronica Lite Studio 00361,Electronica,19.02,40
362,Electronica Max Prime 00362,Electronica,11.15,20
363,Libros Eco Eco 00363,Libros,38.72,43
364,Libros Ultra Smart 00364,Libros,75.23,23
365,Juguetes Air Ultra 00365,Juguetes,18.96,33
366,Hogar Home Lite 00366,Hogar,43.03,105
367,Libros Mini Pro 00367,Libros,56.07,41
368,Hogar Prime Lite 00368,Hogar,55.55,6
369,Electronica Smart Ultra 00369,Electronica,52.24,30
370,Moda Nova Eco 00370,Moda,57.21,82
371,Moda Core Mini 00371,Moda,17.96,22
372,Hogar Pro Pro 00372,Hogar,21.57,17
373,Electronica Pro Home 00373,Electronica,56.53,47
374,Libros Ultra Eco 00374,Libros,13.74,19
375,Libros Max Air 00375,Libros,54.31,33
376,Hogar Lite Home 00376,Hogar,12.66,73
377,Informatica Max Smart 00377,Informatica,66.54,18
378,Hogar Mini Prime 00378,Hogar,46.21,26
379,Moda Mini Eco 00379,Moda,26.80,25
380,Libros Home Ultra 00380,Libros,13.99,40
381,Libros Air Eco 00381,Libros,53.36,40
382,Informatica Smart Eco 00382,Informatica,22.19,89
383,Deporte Studio Lite 00383,Deporte,31.08,7
384,Electronica Eco Plus 00384,Electronica,6.87,45
385,Libros Mini Smart 00385,Libros,328.93,16
386,Moda Home Studio 00386,Moda,10.23,6
387,Mascotas Core Mini 00387,Mascotas,24.68,92
388,Instrumentos musicales Max Pro 00388,Instrumentos musicales,85.94,41
389,Juguetes Smart Smart 00389,Juguetes,18.13,57
390,Hogar Eco Studio 00390,Hogar,5.01,15
391,Juguetes Prime Eco 00391,Juguetes,19.79,48
392,Moda Air Studio 00392,Moda,109.49,74
393,Informatica Studio Eco 00393,Informatica,21.43,26
394,Juguetes Nova Mini 00394,Juguetes,10.52,100
395,Libros Mini Home 00395,Libros,52.07,48
396,Informatica Mini Smart 00396,Informatica,258.80,39
397,Informatica Plus Core 00397,Informatica,29.05,34
398,Juguetes Nova Home 00398,Juguetes,41.41,79
399,Hogar Pro Core 00399,Hogar,29.38,54
400,Hogar Max Eco 00400,Hogar,25.93,36
401,Electronica Lite Smart 00401,Electronica,30.99,16
402,Electronica Plus Prime 00402,Electronica,73.03,31
403,Moda Eco Smart 00403,Moda,18.70,38
404,Mascotas Air Ultra 00404,Mascotas,31.27,87
405,Informatica Home Mini 00405,Informatica,61.71,8
406,Moda Eco Studio 00406,Moda,9.10,57
407,Electronica Ultra Lite 00407,Electronica,23.19,42
408,Informatica Pro Pro 00408,Informatica,73.13,27
409,Moda Smart Lite 00409,Moda,15.03,100
410,Juguetes Mini Core 00410,Juguetes,54.50,96
411,Mascotas Nova Max 00411,Mascotas,12.00,78
412,Libros Ultra Studio 00412,Libros,46.60,38
413,Libros Home Core 00413,Libros,33.88,44
414,Hogar Ultra Core 00414,Hogar,95.44,20
415,Informatica Air Lite 00415,Informatica,45.03,23
416,Informatica Studio Mini 00416,Informatica,28.08,49
417,Electronica Smart Max 00417,Electronica,75.42,25
418,Hogar Max Ultra 00418,Hogar,103.85,9
419,Instrumentos musicales Air Prime 00419,Instrumentos musicales,79.02,32
420,Moda Nova Studio 00420,Moda,48.09,39
421,Moda Eco Prime 00421,Moda,80.20,39
422,Informatica Smart Prime 00422,Informatica,15.66,9
423,Moda Pro Mini 00423,Moda,39.83,24
424,Electronica Pro Nova 00424,Electronica,163.90,24
425,Informatica Plus Mini 00425,Informatica,153.23,12
426,Moda Core Eco 00426,Moda,64.05,44
427,Deporte Lite Max 00427,Deporte,10.38,8
428,Informatica Lite Ultra 00428,Informatica,34.00,24
429,Moda Ultra Core 00429,Moda,18.95,26
430,Electronica Mini Eco 00430,Electronica,8.57,94
431,Mascotas Mini Mini 00431,Mascotas,17.48,11
432,Libros Pro Eco 00432,Libros,39.71,15
433,Electronica Core Ultra 00433,Electronica,5.89,36
434,Informatica Studio Smart 00434,Informatica,33.43,71
435,Moda Home Max 00435,Moda,74.99,47
436,Electronica Lite Mini 00436,Electronica,22.47,5
437,Deporte Ultra Plus 00437,Deporte,5.90,30
438,Informatica Nova Plus 00438,Informatica,18.46,17
439,Libros Mini Mini 00439,Libros,8.69,107
440,Juguetes Air Prime 00440,Juguetes,29.55,27
441,Informatica Plus Home 00441,Informatica,8.69,89
442,Moda Home Home 00442,Moda,27.72,9
443,Moda Smart Max 00443,Moda,35.52,39
444,Informatica Ultra Core 00444,Informatica,7.50,111
445,Juguetes Prime Core 00445,Juguetes,39.04,25
446,Hogar Air Mini 00446,Hogar,20.35,46
447,Electronica Max Air 00447,Electronica,23.82,44
448,Libros Studio Prime 00448,Libros,46.18,105
449,Hogar Plus Lite 00449,Hogar,6.77,10
450,Deporte Pro Core 00450,Deporte,30.26,33
451,Instrumentos musicales Eco Eco 00451,Instrumentos musicales,46.73,20
452,Deporte Lite Eco 00452,Deporte,39.22,45
453,Hogar Ultra Prime 00453,Hogar,11.31,64
454,Juguetes Studio Lite 00454,Juguetes,210.15,17
455,Hogar Max Lite 00455,Hogar,11.19,30
456,Informatica Eco Eco 00456,Informatica,21.81,16
457,Informatica Plus Plus 00457,Informatica,8.26,41
458,Moda Mini Core 00458,Moda,74.26,91
459,Electronica Max Core 00459,Electronica,12.32,49
460,Informatica Lite Home 00460,Informatica,27.22,45
461,Electronica Air Prime 00461,Electronica,48.87,51
462,Hogar Ultra Prime 00462,Hogar,35.99,81
463,Deporte Smart Ultra 00463,Deporte,28.01,48
464,Mascotas Home Smart 00464,Mascotas,58.26,40
465,Juguetes Mini Pro 00465,Juguetes,21.97,42
466,Informatica Plus Nova 00466,Informatica,29.56,7
467,Moda Pro Smart 00467,Moda,43.52,55
468,Electronica Prime Studio 00468,Electronica,21.25,83
469,Electronica Eco Pro 00469,Electronica,4.68,35
470,Juguetes Studio Mini 00470,Juguetes,18.08,45
471,Juguetes Pro Eco 00471,Juguetes,12.18,12
472,Informatica Ultra Eco 00472,Informatica,11.83,18
473,Jardineria Max Pro 00473,Jardineria,42.31,38
474,Deporte Smart Lite 00474,Deporte,7.55,102
475,Informatica Ultra Studio 00475,Informatica,29.58,37
476,Informatica Mini Smart 00476,Informatica,46.20,62
477,Electronica Core Ultra 00477,Electronica,57.28,83
478,Electronica Nova Lite 00478,Electronica,14.87,32
479,Juguetes Nova Prime 00479,Juguetes,121.78,36
480,Libros Mini Ultra 00480,Libros,16.96,30
481,Moda Home Prime 00481,Moda,57.57,19
482,Electronica Pro Home 00482,Electronica,10.08,15
483,Hogar Air Lite 00483,Hogar,15.42,43
484,Hogar Ultra Smart 00484,Hogar,3.96,41
485,Libros Prime Air 00485,Libros,52.05,46
486,Hogar Pro Max 00486,Hogar,14.68,44
487,Electronica Prime Nova 00487,Electronica,61.66,15
488,Deporte Ultra Ultra 00488,Deporte,32.12,35
489,Mascotas Mini Smart 00489,Mascotas,20.22,18
490,Moda Eco Ultra 00490,Moda,53.37,29
491,Electronica Studio Pro 00491,Electronica,13.82,17
492,Hogar Lite Core 00492,Hogar,16.47,33
493,Moda Home Studio 00493,Moda,14.30,15
494,Electronica Smart Plus 00494,Electronica,54.05,104
495,Jardineria Home Studio 00495,Jardineria,40.26,6
496,Jardineria Mini Pro 00496,Jardineria,3.22,55
497,Moda Lite Max 00497,Moda,41.94,15
498,Electronica Air Eco 00498,Electronica,156.98,29
499,Electronica Plus Mini 00499,Electronica,22.56,64
500,Informatica Plus Prime 00500,Informatica,13.94,76
501,Instrumentos musicales Lite Air 00501,Instrumentos musicales,5.41,59
502,Juguetes Mini Nova 00502,Juguetes,18.27,24
503,Electronica Home Smart 00503,Electronica,21.19,9
504,Deporte Core Studio 00504,Deporte,15.37,41
505,Hogar Studio Ultra 00505,Hogar,19.57,39
506,Juguetes Eco Lite 00506,Juguetes,66.02,18
507,Informatica Prime Core 00507,Informatica,41.20,22
508,Jardineria Prime Lite 00508,Jardineria,12.65,15
509,Electronica Ultra Max 00509,Electronica,17.02,18
510,Electronica Studio Prime 00510,Electronica,16.94,38
511,Electronica Plus Pro 00511,Electronica,20.39,33
512,Moda Core Prime 00512,Moda,22.56,43
513,Mascotas Lite Prime 00513,Mascotas,4.86,79
514,Libros Home Nova 00514,Libros,22.64,10
515,Moda Mini Mini 00515,Moda,14.45,50
516,Electronica Home Air 00516,Electronica,14.93,15
517,Informatica Studio Nova 00517,Informatica,18.30,66
518,Hogar Air Core 00518,Hogar,37.20,7
519,Moda Plus Smart 00519,Moda,47.43,104
520,Instrumentos musicales Studio Max 00520,Instrumentos musicales,15.04,10
521,Moda Lite Lite 00521,Moda,30.75,53
522,Juguetes Plus Pro 00522,Juguetes,75.66,61
